,sentence
7568,연이은 강연 예능의 등장에 시청자들은 복잡한 내용을 쉽게 풀어내 흥미로울 뿐만아니라 유명 강사를 TV에서 만나게 돼 반갑다는 반응이다.
7569,공개된 사진 속 이하늬는 한 카페 테라스에 앉아 커피와 디저트(후식)를 즐기고 있는 모습이다.
7570,그는 턱을 괸 채 미소를 지으며 카메라를 바라보고 있는 모습으로 출산 후에도 미스코리아 출신다운 여전한 미모를 자랑해 감탄을 자아낸다.
7571,보도에 따르면 두사람은 지인들이 만나는 자리에 동행하고 평범한 연애를 이어가고 있다.
7572,또한 이하늘은 자신의 SNS 라이브 방송을 통해 여자친구와 지인들과 식사하는 자리에 함께 등장해 손을 잡는 모습을 보이기도 했다.
7573,출처김용호 유튜브 방송 캡처 파이낸셜뉴스 방송인 박수홍과 그의 아내를 상대로 허위 폭로와 선동을 일삼던 유튜버에 대한 명예훼손 강요미수 모욕 등의 혐의가 인정됐다.
7574,노 변호사는 유튜버의 모든 주장이 거짓이었음이 백일 하에 드러났지만 그동안 박수홍과 그의 배우자가 겪은 고통은 이루 말할 수 없을 정도라며 박수홍의 배우자 김다예는 일면식도 없는 몽드드 전 대표 유모씨와 교제했다는 유튜버의 거짓주장 때문에 사회활동을 하지 못하게 됐고 원형탈모증이 오고 공황장애를 겪을 정도로 큰 고통에 시달렸다고 전했다.
7575,또한 박수홍의 장인은 허위사실로 인한 스트레스로 인하여 시력상실 위험에 최근 수술을 받기도 했다며 앞으로도 허위 사실들을 바로잡기 위해 계속적으로 싸워나가겠다고 덧붙였다.
7576,앞서 유튜버 김용호는 방송을 통해 박수홍의 아내 김다예와 모 물티슈 업체 대표 유 모씨와 연인 사이였고 함께 마약과 도박을 했으며 유 씨의 자살이 김다예와 연관되어있고 박수홍은 죽은 절친의 여자와 결혼까지 했다 등 각종 의혹을 제기한 바 있다.
7577,오히려 박수홍이 횡령을 했고 그의 아내가 횡령의 본질이다고 주장하기도 했다.
7578,박수홍은 이 유튜버에 대해 피해 보상을 요구하는 민사 소송도 준비 중이다.
7579,다음은 박수홍 법률대리인 입장 전문 안녕하세요 박수홍의 법률대리를 맡고 있는 법무법인 에스 노종언 변호사입니다.
7580,경찰에 이어 검찰 역시 이 같은 결론을 내리며 박수홍과 그의 배우자 반려묘 다홍이를 향한 그동안의 김용호의 주장들이 전부 허위이자 거짓임이 입증됐습니다.
7581,김용호의 모든 주장이 거짓이었음이 백일 하에 드러났지만 그동안 박수홍과 그의 배우자가 겪은 고통은 이루 말할 수 없을 정도였습니다.
7582,박수홍의 배우자 김다예는 일면식도 없는 몽드드 전 대표 유모씨와 교제했다는 김용호의 거짓주장 때문에 사회활동을 하지 못하게 되었고 원형탈모증이 오고 공황장애를 겪을 정도로 큰 고통에 시달렸습니다.
7583,또한 박수홍의 장인은 허위사실로 인한 스트레스로 인하여 시력상실 위험에 최근 수술을 받기도 했습니다.
7584,이런 상황 속에서도 여전히 다수 온라인 사이트에는 김용호가 퍼뜨린 허위주장들이 버젓이 떠돌고 있습니다.
7585,박수홍과 그의 배우자는 재판 과정에서 김용호의 죄를 명명백백하게 밝혀 일벌백계하도록 하는 동시에 지금도 떠도는 허위 사실들을 바로잡기 위해 계속적으로 싸워나갈 것을 알려드립니다.
7586,아래는 유튜버 김용호의 거짓 주장에 대한 수사 결과 내용 및 향후 대응 방안입니다.
7587,피의자 측은 증거 자료 하나 제출하지 못한 채 일방적인 주장만 되풀이하며 제대로 된 반박조차 하지 못하였습니다.
7588,이에 반해 피해자 측은 휴대폰 포렌식 출입국 기록 자동차 보험 기록 마약 검사 신용카드 내역 통장 내역 등을 증거로 제출하였습니다.
7589,오히려 박수홍이 횡령을 했고 그의 배우자가 횡령의 본질이다 -&gt; 박수홍의 친형 박진홍과 그의 배우자는 최근 횡령혐의로 구속 기소 및 불구속 기소된 상태입니다.
7590,김용호는 해당 사건이 검찰 송치된 이후에도 반성없이 채널이름만 바꾼 채 허위사실 영상들을 지우지 않고 오히려 중간광고를 넣어 이득을 취했습니다.
7591,이와 같은 피해자를 기만하는 행위에 대하여 추후 재판에서 엄벌 탄원을 진행할 예정입니다.
7592,김용호는 피해자들이 고소한 이후에도 전혀 반성없이 또 다른 허위 주장을 펼쳐 피해자들에게 막대한 정신적 물질적 피해를 입혔습니다.
7593,박수홍은 모든 신규 방송에서 하차하게 되었고 오래 진행 중이었던 방송 프로그램 시청자 게시판에는 악성 루머로 도배되었고 이미 계약됐던 광고들은 일방적으로 해지됐습니다.
7594,이런 물적 손해 보다도 피해자들을 더욱 힘들게 한 것은 억울한 누명을 쓴 채 침묵 속에서 고통을 감내해야만 했던 시간들입니다.
7595,이에 김용호의 허위 주장으로 인한 물질적 정신적 피해에 대한 민사 소송 등 대응 방안을 검토하고 있습니다.
7596,여기에 김용호의 거짓 주장에 대한 소송 역시 검찰이 불구속 기소 결정하며 박수홍의 억울함이 조금이나마 풀리게 됐습니다.
7597,박수홍 측은 이후 긴 재판 과정에서도 그들의 잘못을 입증해 더 이상 유사한 피해자가 발생되는 일이 없도록 최선의 노력을 기울이겠습니다.
7598,소속사 그루블린에 따르면 라비는 이날 훈련소에 입소해 기초군사훈련을 받은 뒤 사회복무요원으로 대체복무를 시작한다.
7599,현재는 솔로 가수이자 연예기획사 그루블린 더라이브의 CEO로 활약 중이다.
7600,(엑스포츠뉴스 최희재 기자) MBC 축구 해설위원 박문성이 ‘일타강사’에 출격한다.
7601,박문성은 ‘축구 해설은 선수 출신이 해야 한다’는 편견을 깬 축구전문기자 출신으로 축덕(축구 덕후)들이 인정하는 축구 해설계의 일타로 잘 알려져있다.
7602,박문성은 귀에 쏙쏙 박히는 발성과 뛰어난 분석력을 가지고 이를 바탕으로 한 눈높이 해설이 기대된다.
7603,박문성은 그간 자신이 쌓아온 노하우를 바탕으로 영화 같은 월드컵에 관한 이야기를 몰입감 있게 풀어낼 예정이다.
7604,그가 들려주는 이야기에 이용진 홍현희 김호영 세 MC뿐만 아니라 패널들도 푹 빠졌다는 후문이다.
7605,이와 관련 박선영 PD는 “누구나 한 번쯤은 박문성의 축구 중계를 들어봤지만 그가 축구라는 주제로 강의하는 모습은 생소할 것이다.
7606,그의 풍부한 데이터베이스를 바탕으로 누구보다 알찬 강의를 선보일 것이다라고 전했다.
7607,‘일타강사’는 이용진 홍현희 김호영과 함께 스포츠 문화 연예 등 분야별 최고의 일타강사들이 풀어내는 신개념 강의 프로그램이다.
7608,새로운 분야의 스타 강사들이 풀어내는 상식과 역사뿐만 아니라 핫이슈 비하인드 스토리까지 흥미를 끄는 이야기들로 이목을 사로잡을 예정이다.
7609,가족들과 함께 고속도로 휴게소를 전전하는 노숙자로 돌아온 배우 김슬기 씨가 영화 고속도로 가족을 통해 파격적인 연기 변신에 나섰다.
7610,고속도로 가족은 고속도로 휴게소를 전전하며 노숙하는 기우(정일우)와 지숙(김슬기) 부부와 이들의 두 자녀가 가구점을 운영하는 영선(라미란)과 도환(백현진) 가족을 만나며 예기치 못한 사건을 겪게 되는 이야기.
7611,평소에 잘 하지 않던 과묵한 역할의 캐릭터였기도 했지만 대본이 너무 좋았어요.
7612,SNL 코리아를 시작으로 그간 매 작품 밝고 에너지가 넘치는 캐릭터를 주로 맡아왔던 김슬기 씨는 이번 작품에서 완전히 다른 변신에 나섰다.
7613,이상문 감독은 달의 뒷면처럼 김슬기 씨가 가진 다른 모습을 보여주고 싶었다고.
7614,김슬기 씨는 저도 그런 모습이 궁금했는데 예상했던 것 보다 훨씬 더 즐겁고 감사함이 넘치는 현장이었다라고 촬영 당시를 회상했다.
7615,그는 대사로 나를 설명하기보다는 캐릭터가 이야기 안에 존재하는 것으로 살고 싶다는 마음이 컸다.
7616,이번 영화는 눈빛과 표정을 통해 그렇게 보일 수 있는 역할이라 너무 감사했다라고 설명했다.
7617,그는 그동안은 에너지를 발산하는 역할을 많이 보여드렸기 때문에 더 다채로운 면을 보여드리고 싶었다.
7618,하나의 얼굴로만 기억되고 싶지 않은 소망을 가지고 있는데 배우로서 작은 발돋움을 한 것 같다라며 배역과 작품에 대한 만족감을 드러냈다.
7619,매번 작품의 그 역할처럼 보이고 싶다는 소망이 있어서 앞으로도 그런 부분을 위해 노력하고 싶다라고 말하기도 했다.
7620,이날 김슬기 씨는 감독님이 쪽지를 선물로 주셨을 때 우리 영화의 보석 김슬기 배우라고 적어 주셨다.
7621,서로가 서로에게 보석이 되어준 작품이 아닌가 싶다라며 작품에 대한 애정 또한 잊지 않고 전했다.
7622,* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
7623,뉴스엔 이하나 기자 그룹 이달의 소녀 멤버 츄가 ‘주식회사 츄’를 설립했다는 보도가 나온 가운데 소속사 측이 이적설에 대해 다시 한번 부인했다.
7624,등기사항전부증명서에 다르면 츄는 대표이사로 이름이 올라가 있고 어머니는 사내이사로 등재돼 있다.
7625,‘주식회사 츄’의 사업 영역은 ‘방송 프로그램 및 음반 제작업’ ‘연예매니지먼트업’ ‘음반제작 대행업’ ‘각종 음향물 제작 및 유통업’ ‘공연기획업’ 등이다.
7626,일각에서는 츄가 소속사를 떠나 독자 행보를 시작하는 것이 아니냐는 반응을 보였다.
7627,스포츠조선닷컴 정유나 기자 연중 플러스 김연아와 고우림 결혼식 현장이 공개된다.
7628,연예계와 스포츠계의 유명 인사들이 총출동한 이번 결혼식은 많은 이들의 축복 속에 이뤄진 만큼 결혼식의 모든 것이 주목받았는데.
7629,전문가를 통해 김연아가 선택한 웨딩링과 웨딩드레스 가격과 식장 답례품 등 총 결혼식 비용을 자세히 들어본다.
7630,앞서 김연아의 웨딩드레스 웨딩링 등은 수천만원대인 것으로 전해진 바 있다.
7631,더불어 금융권 종사자와 한옥 호텔에서 결혼식을 올린 배우 윤진이부터 그룹 SG 워너비의 두 번째 품절남이 된 김진호 그리고 지난해 혼인신고를 했음을 밝힌 배우 마동석♥예정화까지.
7632,차은우 씨는 영화 데시벨에서 해군 잠수함 음향 탐지 부사관 역을 맡아 첫 스크린 주연에 도전한다.
7633,또 가창으로도 지원사격했는데 데시벨의 OST 항해는 차은우 씨의 감미로운 미성과 어우러져 그리움의 감정을 녹여냈다.
7634,c. c. c* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
7635,밝고 솔직한 매력으로 대중들의 꾸준한 사랑을 받고 있는 홍수아가 당사의 새 가족으로 함께하게 돼 기쁘다라고 밝혔다.
7636,이어 홍수아가 연기 예능 등 다양한 장르에서 활동을 펼쳐 나갈 수 있도록 물심양면 지원을 아끼지 않을 예정이다라며 전폭적인 지지를 예고했다.
7637,또한 홍수아 씨는 현재 동아TV 뷰티앤부티 그리고 SBS 골 때리는 그녀들에서 FC 불나방의 최전방 공격수로서 맹활약하며 배우 MC 예능 등 다양한 분야를 아우르는 연예계 대표 만능 엔터테이너의 행보를 이어가고 있다.
7638,타조엔터테인먼트에 새롭게 둥지를 튼 홍수아 씨가 앞으로 어떤 새로운 활약과 매력을 펼쳐 나가며 대중의 마음을 사로잡을지 기대가 모아진다.
7639,타조엔터테인먼트에는 가수 김혜연 씨와 윙크 박서진 씨 하디 씨 코미디언 정태호 씨와 이현정 씨 배우 주명 씨 서민균 씨 강진휘 씨 진성 씨 등 다채로운 분야의 아티스트들이 소속돼 있다.
7640,* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
7641,* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
7642,이에 연예계 원조 요섹남으로 불리는 박수홍이 편스토랑에서 어떤 요리를 보여줄지 어떤 일상을 공개할지 주목된다.
7643,녹화 당시 공개된 VCR 속 박수홍은 사실 한동안 어려운 일들이 너무 많아서 요리를 하지 못했다며 요리를 할 생각도 못했다고 고백하며 그간의 사정을 전했다.
7644,이어 박수홍은 그러나 저를 살리겠다고 노력해주신 분들이 많다 그분들의 응원 덕분에 살았다며 이제는 그분들에게 열심히 사는 모습 보여드리고 싶다고 속마음을 털어놨다.
