,sentence
15074,런칭 소식을 알린 ‘우아달 리턴즈’는 현재 SBS플러스 홈페이지를 통해 다양한 육아 고민을 가진 부모들의 출연 신청을 받는 중이다.
15075,‘우아달 리턴즈’의 MC로는 열혈 워킹맘이자 모델 겸 방송인 이현이가 낙점됐다.
15076,두 아들의 엄마인 이현이는 탁월한 예능감은 물론 실제 육아 경험에서 나오는 남다른 공감 능력과 찰떡 같은 입담으로 ‘우아달 리턴즈’와 함께하며 레전드의 귀환을 더욱 빛낼 예정이다.
15077,‘우아달 리턴즈’는 LG U+ 키즈 플랫폼 서비스인 ‘U+아이들 나라’와 공동제작 업무협약을 체결했다.
15078,이를 통해 방송•통신 플랫폼의 시너지를 극대화하며 시청자들에게 더욱 가까이 다가갈 전망이다.
15079,오늘이 손 없는 날은 아닐 수 있지만 적어도 이들에게 자숙을 끝내기엔 좋은 날인 것만은 분명해 보인다.
15080,이후 비아이 씨는 자신의 과오를 사과했지만 꾸준히 음악 활동을 이어가며 수익을 창출해 대중으로부터 자숙 하는 것이 맞느냐는 질타를 받았다.
15081,측은 WET!이 실력 있는 한국 DJ들이 국내를 넘어 세계에서도 사랑받을 수 있도록 DJ들의 글로벌 진출의 발판이 되어주고자 기획된 프로그램인 만큼 해외에 영향력을 가진 아티스트이자 프로듀서로서 역량이 뛰어난 뮤지션인 비아이를 MC로 발탁했다며 이번 MC 발탁의 이유를 자세히 설명했다.
15082,한편 음주운전으로 인해 물의를 빚은 애프터스쿨의 전 멤버 리지 씨도 이날 새로운 소속사와의 전속계약 소식을 전했다.
15083,이처럼 비아이 씨와 리지 씨는 스스로 지난 과오에 대해 반성 중임을 강조하며 활동 재개 의지를 불태우고 있다.
15084,그러나 두 사람의 지난 과오가 현재 대중들이 극도로 민감해 하는 분야의 문제인 만큼 이들이 예전 같은 인기를 누릴 수 있을지에 대해서는 물음표가 떠오른다.
15085,사진OSEN* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
15086,성혁이 오랫동안 FNC엔터테인먼트에 몸담은 만큼 같은 소속사 아티스트들이 하객을 나설 예정이다.
15087,다수 작품에서 함께한 동료 배우들도 이날 식장을 찾아 성혁 결혼을 축복한다.
15088,역대급 악녀 캐릭터 연민정(이유리 분)을 대적하는 유일한 인물로 등장해 배우로서 크게 입지를 다졌다.
15089,또 영화 ‘좋은 친구들’ ‘인천상륙작전’ ‘시동’ ‘국제수사’ ‘내일의 기억’ 등에도 출연해 관객들과 만났다.
15090,여러 작품을 검토 중이며 결혼 이후 차기작을 결정하고 배우로 복귀할 계획이다.
15091,이학주와 예비 신부는 두터운 신뢰와 사랑을 바탕으로 평생의 동반자가 될 것을 약속하게 됐다며 “언제나 연기에 진심을 다하는 배우로 그리고 이제는 한 가정의 가장으로서 인생의 폭을 넓혀갈 이학주에게 많은 응원과 관심 부탁드린다고 전했다.
15092,OSEN손남원 기자 배우 황정민은 인생작으로 꼽을 작품이 딱히 떠오르지 않는다.
15093,그의 필모그래피 대부분이 ‘악’ 소리 나는 흥행작이거나 ‘훅’ 들어가는 명작으로 채워진 탓에 뭘 골라야될지 힘들기 때문.
15094,TV에서는 악역 없이 착하고 순한 연기로 일관하던 그가 진짜 독한 ‘놈’으로 돌아왔다.
15095,‘수리남’은 남미 국가 수리남을 장악한 무소불위의 마약 대부 전요환(황정민 분) 때문에 누명을 쓴 사업가 강인구(하정우 분)가 국정원의 비밀 임무를 수락하며 벌어지는 액션 스릴러다.
15096,마약 하나만 팔아도 꼴 보기 싫은데 멀쩡한 사람 홀리는 사이비 목사라니 이를 어쩔 것인가.
15097,여기에 황정민의 뻔뻔한 카리스마까지 더해서 버무린 순간 ’타짜’ 아귀가 귀여워보일 수준의 악귀가 탄생했다.
15098,스릴러의 진정한 묘미는 나쁜 놈이 과연 얼마나 나쁘게 보이냐에 달렸으니까요.
15099,괜한 스포일러로 악역 기자 되기 싫은게 인지상정이고 리뷰 없이 봐야 더 흥미진진할 게 분명하다.
15100,사족을 덧붙이자면 넷플릭스는 어찌된게 마약 관련 드라마에는 세계 최고 수준의 퀄리티를 자랑한다.
15101,명품 드라마 ‘나르코스’로 중남미 마약범죄의 실상을 전세계에 알리더니 드디어 ‘수리남’으로 아시아 시장에 진입했다.
15102,그렇다고 연예 칼럼을 너무 짧게 끝낼 수는 없으니 황정민 약을 더 팔겠습니다.
15103,전도연과의 멜로 너는 내운명에서 순박한 시골 청년 김석중 역을 맡아 관객들 눈물을 쏙 뺐고 상복과 인기의 두 마리 토끼를 잡았다.
15104,이후 수 년 동안  연기 잘하고 열심히 하는 배우로 인정을 받았지만 흥행 톱스타와는 거리가 멀었다.
15105,코미디 댄싱퀸의 대박으로 활짝 웃더니 액션 누아르 신세계로 악역 끝판왕을 선보였고 전설의 주먹에서 화끈한 주먹을 휘둘렀다.
15106,웬만한 스타들은 이쯤에서 뜸을 들이며 자신의 몸값 인기 관리에 신경을 쓰거나 쉬어갔을 테지만 황정민은 달랐다.
15107,‘국제시장’(윤제균 감독)과 ‘베테랑’(류승완 감독)으로 유일무이한 연타석 쌍천만 배우로 자리매김했다.
15108,정작 황정민 본인은 흥행은 무슨 배우하면 좋지 뭐라며 너털웃음을 터뜨린다.
15109,(엑스포츠뉴스 최희재 기자) 모델 겸 방송인 이현이가 우아달 리턴즈 MC로 발탁됐다.
15110,기대를 모으는 ‘우아달 리턴즈’의 MC로는 열혈 워킹맘이자 모델 겸 방송인 이현이가 낙점됐다.
15111,두 아들의 엄마인 이현이는 탁월한 예능감은 물론 실제 육아 경험에서 나오는 남다른 공감 능력과 찰떡 같은 입담으로 ‘우아달 리턴즈’와 함께하며 레전드의 귀환을 더욱 빛낼 예정이다.
15112,우아달 리턴즈는 당시 SBS에서 ‘우아달’을 기획하고 제작했던 원조 제작진들이 이번에 새롭게 의기투합 제작에 박차를 가하고 있다.
15113,오랜 시간 집약된 원조 ‘우아달’ 제작진의 제작 노하우는 물론 최근 트렌드를 충실히 반영한 기획과 진정성 가득한 솔루션으로 과거 시리즈 못지 않은 웰메이드 육아 프로그램의 탄생을 예고했다.
15114,런칭 소식을 알린 ‘우아달 리턴즈’는 현재 SBS플러스 홈페이지를 통해 다양한 육아 고민을 가진 부모들의 출연 신청을 받는 중이다.
15115,화촉을 밝힐 예비 신부는 비연예인으로 두터운 신뢰와 사랑을 바탕으로 평생 동반자가 될 것을 약속하게 됐다라고 공식입장을 밝혔다.
15116,드라마 부부의 세계 마이 네임 이렇게 된 이상 청와대로 간다 등의 작품에서 인상 깊은 활약을 보여주며 호평받았다.
15117,언제나 이학주 배우에게 많은 사랑과 관심 보내주시는 모든 분들에게 감사드리며 오늘은 특별한 소식 하나 전해드립니다.
15118,화촉을 밝히게 될 예비 신부는 비 연예인으로 이학주 배우와 두터운 신뢰와 사랑을 바탕으로 평생의 동반자가 될 것을 약속하게 되었습니다.
15119,조용하고 경건하게 축복을 나눌 수 있도록 일정에 대해 상세히 전해 드리지 못 하는 점 너른 양해 부탁드리겠습니다.
15120,언제나 연기에 진심을 다하는 배우로 그리고 이제는 한 가정의 가장으로서 인생의 폭을 넓혀갈 이학주 배우에게 앞으로도 많은 응원과 관심 부탁드리겠습니다.
15121,이진호는 박수홍 친형의 영장실질심사가 진행이 됐다며 (친형도) 본인 논리가 있기 때문에 나름대로의 설명을 했을거다.
15122,하지만 검찰이 구속영장까지 발부를 했다는 것은 어느 정도 혐의가 입증됐다는 것이라고 설명했다.
15123,이날 서울서부지법 김유미 영장전담판사는 특정경제가중처벌법상 횡령 혐의를 받는 박수홍 형 박씨에 대한 구속 전 피의자심문(영장실질심사)를 거쳐 구속 영장을 발부했다.
15124,이진호는 박수홍 측은 형의 영장실질심사가 이뤄진다는 것 조차 몰랐다고 한다.
15125,검찰 측에서 확인을 안해주면 나올 수 없는 기사이기 때문이라고 말하기도 했다.
15126,그러면서 이진호는 어머니나 아버지 등 다른 가족들이 추석 연휴 기간 동안 박수홍에게 합의 해달라 용서 해달라고 연락 했느냐는 것이 또다른 화두로 떠올랐다.
15127,이에 대해 취재를 한 결과 어머니를 비롯해 가족들에게서는 일체의 연락이 없었다고 한다.
15128,이진호는 과거 박수홍이 형에게 말도 안되는 제안을 한 적이 있다며 박수홍이 논란 이후 파격적인 합의안을 제시한 것을 언급했다.
15129,개인적으로 너무 드라마 같은 이야기라 말하다가 웃음이 나오더라면서 형은 다 알고 있었다.
15130,이어 박수홍 본인이 갖고 있는 재산이 더 크다면 친형이 거절할 이유가 없다.
15131,그런데 거부를 했다는 것이라며 형은 박수홍의 재산이 얼마인지 명확하게 알고 있다는 것이다.
15132,/사진 SBS FiL SBS M더트롯 연예뉴스 MC 정다경이 송가인과 만났다.
15133,송가인은 정다경에게 공연 잘 봤냐고 물었고 정다경은 (콘서트가) 정말 알찼다.
15134,이에 송가인이 울었다고 전하자 정다경은 언니(송가인) 울 때 저도 같이 울고 엄마도 울었다고 말했다.
15135,SM C&amp;C 측은 공식채널을 통해 언제나 연기에 진심을 다하는 배우로 그리고 이제는 한 가정의 가장으로서 인생의 폭을 넓혀갈 이학주 배우에게 앞으로도 많은 응원과 관심 부탁드리겠다라고 말했다.
15136,떠오르는 연예 업계 신흥 강자 VIVO의 신사옥 최초 공개’라는 제목의 영상이 공개됐다.
15137,영상에서 송은이와 김숙은 한창 공사가 진행 중인 신사옥을 방문하는 장면이 담겨있다.
15138,소속사 이사임에도 그동안 제대로 된 방이 없었다는 김숙은 설렘을 감추지 못했다.
15139,한편 비보 엔터테인먼트는 송은이 김숙이 남이 만들어 놓은 판이 아닌 우리의 판을 만들어 보자며 ‘비밀보장’이라는 팟캐스트에서 시작된 엔터테인먼트다.
15140,이어 박수홍 본인이 갖고 있는 재산이 더 크다면 친형이 거절할 이유가 없다.
15141,영장전담판사는 증거 인멸과 도망의 우려가 있다고 구속 영장 발부 이유를 설명했다.
15142,OSEN연휘선 기자 방송인 유재석이 런닝맨에서 국민MC의 영향력을 인정받았다.
15143,해외에서 큰 사랑을 받으며 대중문화를 통한 국위선양의 아이콘처럼 여겨지는 방탄소년단(BTS)을 제친 것이었다.
15144,그는 진짜 내가 눈치 안 보는데 유일하게 보는 사람이 이 형이라고 강조했다.
15145,런닝맨 외에 무한도전부터 놀면 뭐하니?까지 꾸준히 유재석의 옆을 지켜온 하하도 마찬가지였다.
15146,그는 나 봐라라며 촬영용 의상으로 입은 티셔츠에 프린팅 무늬를 유재석이 지적하자 곧바로 테이프로 가려버리는 면모를 보였다.
15147,심지어 하하는 대기실에서 이제 머리 좀 길러라라고 하더라라며 억울해 하기도 했다.
15148,벌칙 스티커 배부를 위한 두 번째 미션으로 출연진의 미담 고백과 그에 대한 시민들의 앙케이트 평가가 마련된 상황.
15149,앙케이트에서 시민들은 직장 동료끼리 돈독하게 친절을 베푸는 모습에 감동했다.
15150,런닝맨을 넘어 국내 시청자들에게 고른 사랑을 받는 유재석의 이야기가 시선을 모았다.
15151,공개된 사진 속에는 옥순이 후드티에 짧은 바지를 입은 채 앉아 셀카를 찍고 있다.
15152,SBS연예뉴스 | 강선애 기자 신하균은 좋은 놈 나쁜 놈 이상한 놈 연기가 다 되는 배우다.
15153,어떤 캐릭터를 연기하느냐에 따라 그의 눈빛은 총총 선하게 빛나기도 벌겋게 달아올라 무섭게 충혈되기도 설명할 수 없는 이상한 광기로 가득 차기도 한다.
15154,눈빛부터 표정 말투 목소리 톤까지 모든 걸 캐릭터에 맞추는 신하균의 섬세한 연기력은 감탄할 수 밖에 없다.
15155,오죽하면 연기를 너무 잘해서 하균신(神) 연기 괴물이라는 별명이 붙었을까.
15156,선과 악의 경계가 모호한 형사로 분한 괴물 극강의 하이텐션과 로우텐션이 오가는 괴짜 CEO로 활약한 유니콘 그리고 최근 공개된 욘더에서도 신하균은 변신을 거듭했다.
15157,티빙(TVING) 오리지널 시리즈 욘더는 멜로를 입은 SF 드라마로 좀 독특한 작품이다.
15158,안락사로 세상을 떠난 아내 이후(한지민 분)로부터 영상 메시지를 받은 남편 재현(신하균 분)이 그녀를 만날 수 있는 미지의 공간 욘더에 초대받으면서 벌어지는 이야기를 그린다.
15159,신하균은 아내를 안락사로 보낸 슬픔 죽은 아내가 욘더란 가상의 세계에 등장하며 겪는 혼란 등을 절제된 연기력으로 섬세하게 표현해냈다.
15160,불과 몇 주 전까지 유니콘에서 방방 뛰는 시트콤 연기를 선보였던 신하균인지라 욘더의 재현을 통해 보여준 극명하게 다른 연기 온도차가 놀랍기까지 했다.
15161,신하균이란 배우가 표현할 수 있는 연기 스펙트럼이 얼마나 넓고 다양한지 새삼 깨달았다.
15162,칭찬만 해도 부족할 최고의 연기력을 갖춘 신하균 자신은 스스로의 연기에 대해 어떻게 생각할까.
15163,Q. SF+멜로 라는 게 낯선 장르이고 욘더라는 가상을 그려낸다는 것도 도전적인 일인데요.
15164,누구나 죽음을 맞이하는데 그럼 우리가 죽음을 어떻게 인지하고 이 삶을 어떻게 살아가야 하나 그런 주제에 많은 분들이 관심을 가질 거라 생각했어요.
15165,욘더가 감독님의 첫 드라마 연출작인데 그래서 기존과 달랐던 점이 있을까요?신하균: 감독님과의 작업은 처음인데 워낙 같이 했던 배우들의 만족감이 높은 감독님인 걸 알고 있었죠.
15166,감독님이 배우들과 함께 고민하며 작품을 만들어나가는 현장 분위기를 저도 경험해보고 싶었어요.
15167,영화나 드라마나 배우가 연기하는 마음가짐도 똑같고 감독이 이야기를 어떻게 하면 잘 전달할까 고민하는 지점도 같아요.
15168,그렇게 현장에서 경험해 본 감독 이준익은 듣던 대로 만족도가 높던가요?신하균: 이준익 감독님은 유쾌하고 열정적이세요.
15169,그래서 연기 후에 감독님의 오케이 소리가 작으면 오히려 제가 뭘 잘못했나 싶기도 했어요.
15170,(웃음) 그만큼 감독님은 현장의 활력이 됐고 그걸 받아 제가 나아갈 힘을 얻기도 했어요.
15171,또 감독님은 본인이 쓴 대본인데도 이게 맞는 표현인가 더 좋은 게 있지 않을까 계속 의심하세요.
15172,그리고 감독님이 촬영을 빨리 끝내는 분인데 점심 때부터 오늘 저녁 뭐 먹을까를 말씀하세요.
15173,(웃음) 그 땐 잠도 못 자고 정신없이 촬영하던 현장이었고 지민 씨도 저도 말이 없는 편이라 서로 대화를 나눌 기회가 별로 없었어요.
15174,지민 씨가 가지고 있는 평소의 배려심이나 건강하고 밝은 에너지가 저한테 많은 힘이 됐어요.
15175,오랜만에 연기 호흡을 맞추니 어땠나요?신하균: 브레인에서는 서로 앙숙 캐릭터라 제가 선배님의 멱살을 잡고 소리지르고 그랬어요.
15176,그래서 다음에 다시 만나면 반대 역할을 하면 좋겠다 생각했는데 이번에 그 정도까진 아니었어요.
15177,선배님이 이번 작품에 닥터K 장진호 역할을 해주셔서 욘더라는 세계가 구현될 수 있었다고 생각해요.
15178,연기에 대해 고민도 많고 어떻게 해야 할지 모르고 방황하던 시기에 따뜻하게 감싸주던 누나였어요.
15179,평소 작품을 선택할 때 새로움 다양성 캐릭터에 대한 연민을 고려한다고 밝힌 적이 있는데요.
15180,이번 작품을 선택할 때도 그랬나요?신하균: 새로움 다양성 캐릭터에 대한 연민 다 중요한 부분이죠.
15181,안 해봤던 캐릭터를 하고 그걸 통해서 우리가 던지고자 하는 이야기가 관객에게 재미를 주면 좋겠어요.
15182,모르는 부분 궁금한 부분을 같이 이야기하고 배우는 게 제 인생에도 연기자로서도 도움이 된다고 생각해요.
15183,실제 성격은 조용한 편인데 유니콘처럼 외향적으로 발산해야 하는 연기를 할 때 어떻게 몰입을 하나요?신하균: 유니콘은 장르가 시트콤이다 보니 표현해야 하는 톤 자체가 높았어요.
15184,배우들은 캐릭터에 맞춰 제 몸과 소리를 쓸 줄 알아야 하고 그렇게 훈련이 돼 있죠.
15185,이 캐릭터는 표현을 어느 정도로 할까 어떻게 말을 할까 그런 걸 하나씩 찾아 나가는 거예요.
15186,욘더의 재현은 감정을 꾹꾹 담아 절제하며 표현하는 캐릭터라 연기하기 쉽지 않았을 것 같아요.
15187,연기할 때 가장 힘들었던 부분은 무엇이었을까요?신하균: 재현의 감정선은 표현해야 될 절대치가 있는데 또 그걸 넘어서는 안 됐어요.
15188,그런 건 감독님과 상의하고 이렇게 해보고 저렇게 해보는 과정을 통해 조금씩 찾아 나갔어요.
15189,그럼 남들의 칭찬과는 별개로 자신의 연기에 대해 스스로는 어떻게 생각하는지요?신하균: 모자란 부분이 너무 많죠.
15190,작품 만날 때마다 그 안에서 제가 해야 될 표현들에 대해서만 생각하는데 그걸 계속해서 잘 해나가고 싶은 마음이에요.
15191,대단한 연기를 보여드린다 라기 보단 그 이야기 안에서 무리 없이 잘 표현해서 던지고자 하는 메시지 전달하고자 하는 감정들을 적당하게 잘 표현하는 배우가 되고 싶어요.
15192,늘 새로운 작품 새로운 캐릭터를 선택하는데 새로움을 찾고자 하는 이유는 뭔가요?신하균: 본능인 거 같아요.
15193,그럼에도 불구하고 이 일을 계속 하는 원동력은 뭔가요?신하균: 완성된 뒤에 오는 보람이 커요.
15194,정해진 대본의 이야기를 저라는 사람이 전달하고 그걸 봐주시는 분들이 좋아한다면 저란 사람한테는 큰 보람이에요.
15195,저 역시도 어릴 때 영화를 보는 게 그 세계에 들어가는 게 너무 좋았어요.
15196,만약 욘더처럼 죽을 때 기억을 남길 수 있다면 사랑하는 사람들을 위해 남기고 싶은 기억은 무엇인가요?신하균: 제가 남긴다고 그들이 좋게 기억할 지는 모르겠네요.
15197,한국이 만든 넷플릭스 오리지널 시리즈 ‘오징어게임’이 비(非)영어권 드라마 최초로 미국 방송계 최고 권위상인 에미상 작품상에 도전한다.
15198,이유미가 받은 게스트 상은 드라마의 특정 에피소드에서 비중있는 역할로 좋은 연기를 보여준 배우에게 주는 상이다.
15199,김성수 대중문화 평론가는 “게스트 상은 각 회차의 에피소드를 주도해 나가는 신 스틸러에게 수여하는 상이다.
15200,이유미의 경쟁자들이 ‘유포리아’ ‘석세션’ 등에 출연한 할리우드의 쟁쟁한 배우들임을 감안한다면 에미상을 주관하는 미국 텔레비전 예술·과학아카데미(ATAS)가 ‘오징어게임’의 글로벌 영향력은 물론 이 작품이 전하는 문제의식과 메시지를 읽었다는 의미라고 분석했다.
15201,◇최대 경쟁자는 ‘석세션’ LA타임스 “이정재 남우주연 가능성 보도 ‘오징어게임’의 최대 경쟁자는 HBO 드라마 ‘석세션’이 꼽힌다.
15202,‘오징어게임’이 이름을 올린 작품상 남우주연상 남우조연상 여우조연상 감독상 각본상 등에도 모두 노미네이트됐다.
15203,올해 에미상에 앞서 열린 크리틱스초이스와 골든글로브 시상식에서도 ‘오징어 게임’을 제치고 작품상을 수상했다.
15204,역대 에미상 작품상 수상작들은 대체로 크리틱스초이스와 골든글로브 시상식에서 작품상 수상작들이 선정됐기 때문에 ‘오징어게임’은 이번에도 ‘언어의 장벽’이라는 힘겨운 싸움을 펼쳐야 한다.
15205,미국 LA타임스는 남우주연상 수상자로 이정재를 예측하며 “이정재가 없었다면 ‘오징어게임’은 불가능했을 것“이라고 보도했다.
15206,미국 연예매체 할리우드 리포트도 이정재가 남우주연상 오영수가 남우조연상의 유력후보라고 전망했다.
15207,그동안 에미상 주·조연상 부문에서는 아시아 국적 수상자가 나온 적이 없다.
15208,한국은 ‘오징어게임’ 출연자 이정재 오영수 박해수 정호연을 후보로 올렸다.
15209,정덕현 대중문화 평론가는 “비영어권 콘텐츠인 ‘오징어게임’이 에미상 본상 부문에서 수상할 경우 더 이상 언어가 글로벌 콘텐츠 시장의 장벽이 되지 않는다는 걸 상징적으로 보여준 사건이 될 것이라고 말했다.
15210,대만의 콘서트 현장에 구준엽 서희원 부부가 함께 보낸 화환이 포착돼 화제다.
15211,구준엽 서희원 부부는 최근 대만 타이베이에서 열린 한 콘서트장에 축하 화환을 보냈다.
15212,화환을 받은 주인공은 대만에서 활동 중인 재미교포 가수 리키 리 대만 활동명은 이구철.
15213,j-hope of BTS)가 발매된 가운데 동료 가수들과 국내외 셀럽들의 샤라웃(Shout Out)이 쏟아지고 있다.
15214,샤라웃은 감사한 일 혹은 존경하는 사람을 알리거나 기억한다는 의미로 사용하는 용어.
15215,소속사 식구 헤이즈 스윙스 보이그룹 TNX(티엔엑스)뿐만 아니라 이번 신곡 피처링을 맡은 방탄소년단 제이홉과 같은 그룹 멤버 RM 정국 뷔가 개인 SNS를 통해 크러쉬의 컴백을 응원했다.
15216,이에 더해 신곡 가사 작업에 힘을 보탠 래퍼 페노메코와 지코 로꼬 그레이 딘 코드 쿤스트 식케이 쿠기 키드밀리 소코도모 아프로 박문치 밀릭 씨피카 산얀 뷰티풀 디스코 슬롬 hoiwave(호이웨이브) 핑크스웨츠 태국 가수 짜오나이 배우 이주영 축구선수 손흥민 황희찬 등이 크러쉬를 향한 샤라웃 릴레이를 펼치고 있는 상황이다.
15217,뮤직비디오에도 출연했던 제이홉은 촬영 현장에서 찍은 챌린지 영상을 발매 당일 공개해 화력을 더했다.
15218,또 유튜브 채널 차린 건 쥐뿔도 없지만(차쥐뿔)을 인연으로 만난 이영지 TNX 동물 훈련사 강형욱 등이 챌린지에 참여하며 연일 화제를 모으고 있다.
15219,아직 끝나지 않은 크러쉬 샤라웃 열풍에 또 어떤 아티스트들이 동참할지 업계 안팎으로 시선이 집중된다.
15220,한편 크러쉬는 각종 방송 및 라디오 자체 콘텐츠 등 다양한 방법을 통해 활발한 컴백 활동을 이어갈 예정이다.
15221,라늬 제공걸그룹 LPG 출신 라늬가 연예인야구 하반기리그 첫 시구자로 나선다.
15222,이날 첫 경기는 알바트로스(감독 조영보)와 그랜드슬램(감독 박재정)이 맞붙는다.
15223,라늬는 최근 한류닷컴과 계약을 맺고 신곡 트로트 꽃사랑으로 활동을 시작했다.
15224,이날 개막식에 앞서 국내 최고의 치어리더팀인 레인보우 치어팀이 연예인야구 성공을 위한 화려한 응원전을 펼친다.
15225,두 번째 경기는 천하무적(단장 김동희)과 BMB(감독 유인혁) 하반기 첫경기를 치룬다.
15226,한편 한국연예인야구협회가 주최하고 한스타미디어가 주관 고양시가 후원하는 SBO 연예인야구리그는 유튜브 홈그라운드 채널과 네이버TV 한스타미디어 채널에서 전경기를 생중계하고 있다.
15227,공개된 이미지에는 캐주얼 룩을 멋스럽게 소화한 멤버들이 셀프 촬영을 하는 장면과 레트로한 무드의 운동회 단체 사진을 촬영하는 모습이 담겼다.
15228,방탄소년단은 프리뷰 이미지에 앞서 화보의 분위기를 엿볼 수 있는 힌트 이미지와 콘셉트 쇼트 필름 등을 차례로 공개해 전 세계 팬들의 관심과 기대를 끌어올렸다.
15229,이번 화보는 셀프 카메라(Self camera)와 케이-레트로 스포츠 데이(K-retro sports day)라는 콘셉트로 연출됐다.
15230,가장 방탄소년단다운 모습이 담긴 이번 화보는 일곱 멤버의 적극적인 참여로 완성됐다.
15231,사진제공 빅히트 뮤직* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
15232,체포 당시 영상이 담긴 폐쇄회로(CCTV) 화면을 보면 그는 노란색 반팔 티셔츠를 입은 채 구부정한 자세로 길가를 뛰어다닌다.
15233,CCTV 영상에는 발을 헛디딘 뒤 잠시 휘청거리더니 다시 뛰는 모습도 담겼다.
15234,당시 이상보는 약에 취해 보이는 남성이 걸어 다닌다는 신고를 받고 출동한 경찰에게 마약류 시약 검사를 받은 결과 양성 반응을 보인 것으로 알려졌다.
15235,또 경찰은 이상보의 자택에서 알약 수십 정을 발견하고 성분 분석을 진행 중이다.
15236,이상보는 현재 소속사가 없는 상태이며 그의 SNS도 현재 비공개로 전환됐다.
15237,이찬혁의 퍼포먼스가 기행이 된 이유맥락 없이 사건만 나열 대중의 이해받지 못해 이찬혁과 YG만 느끼는 힙 대중은 비호감텐아시아우빈 기자 사진제공YG엔터테인먼트≪우빈의 리듬파워≫우빈 텐아시아 기자가 알려주는 흥미진진한 가요계 이야기.
15238,모두가 한 번쯤은 궁금했던 그러나 스치듯 지나갔던 그 호기심을 해결해드립니다.
15239,남매 듀오 악뮤(AKMU)의 오빠가 아니라 솔로 뮤지션으로 재기발랄한 예술가를 꿈꿨던 그의 퍼포먼스가 기행으로 평가받으면서다.
15240,솔로 앨범명을 에러(ERROR)로 정한 순간부터 방송을 포함해 여러 콘텐츠를 기획했을 이찬혁과 YG엔터테인먼트.
15241,야심차게 준비한 이벤트들은 화제는 됐지만 대중들의 이해는 받지 못하면서 비난이 타깃이 됐다.
15242,그는 Mnet 엠 카운트다운 사전 인터뷰에서 에러가 적힌 마스크를 쓰고 나타나 침묵했다.
15243,타이틀곡 파노라마(PANORAMA)에선 객석을 등진 채로 서 노래를 불렀다.
15244,그가 뜻밖의 장소에서 노출됐던 것도 음악방송에서 독특한 퍼포먼스를 펼쳤던 것 모두 예술가로 인정받기 위한 작업이었다.
15245,이찬혁의 콘텐츠를 큰 덩어리로 본다면 작은 사건들은 계속 발생하지만 사건들을 하나로 이어주는 맥락이 없기 때문.
15246,이정표 없이 이찬혁이 짜놓은 미로속을 걷기에는 개인 이찬혁에 대한 대중의 관심은 크지 않다.
15247,다리꼬지마를 시작으로 라면인건가 기브 러브(Give Love) 등 획기적인 노래를 내놨고 다이노소어(DINOSAUR) 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 등 숱한 명곡까지 이찬혁의 머릿속에서 나왔다.
15248,훌륭한 뮤지션 이찬혁의 퍼포먼스에 대한 일각의 비판은 그가 스타인가에 대한 의문을 남긴다.
15249,‘팬레터를 보내주세요’는 연예계 인생 최대 위기를 맞이한 여배우와 가짜 팬레터 답장으로 딸의 팬심을 지켜야만 하는 남자의 탈덕 방지 로맨틱 코미디다.
15250,최수영은 극 중 최정상의 스타 한강희 역을 윤박은 아픈 딸을 위해서라면 뭐든지 다 할 수 있는 ‘딸 바보’ 아빠 방정석 역을 맡아 열연을 펼친다.
15251,때문에 두 사람이 선보일 새로운 연기 변신은 물론이고 티키타카 로맨스 케미를 향한 예비 시청자들의 기대와 관심 또한 나날이 높아지고 있다.
15252,여기에 가슴 두근거리는 설렘과 마음의 온도를 높여줄 힐링까지 함께 전달할 것을 예고 가슴 따뜻한 로맨틱 코미디의 탄생을 더욱 기대케 한다.
15253,그중에서도 가장 시선을 사로잡는 것을 교복을 입고 있는 두 사람의 모습이다.
15254,학교 미술 창고 안 따스한 햇살이 비치는 창문틀에 나란히 앉아 있는 두 사람.
15255,누군가를 피해 미술 창고 안으로 숨은 듯 그림 뒤에 숨죽이고 있는 모습은 이들의 가까운 거리만큼 서로의 떨림이 보는 이들에게까지 느껴지는 듯하다.
15256,두 사람 뒤로 비치는 창문 밖 초록빛 식물들은 두 사람이 간직한 풋풋한 설렘의 감성을 한층 배가시키며 신비롭게 다가오는 것은 물론 무슨 일이 벌어져 두 사람이 초밀착 하게 된 것인지 호기심을 증폭시킨다.
15257,특히 서로의 눈빛을 마주 보지 못하고 교차하는 시선은 첫사랑의 떨림을 고스란히 전달한다.
15258,애써 시선을 돌린 채 수줍은 미소를 짓고 있는 최수영과 그녀에게서 눈길을 떼지 못하고 다정하게 바라보는 윤박의 비주얼은 그 분위기부터 로맨틱 감성 그 자체로 느껴지는 것.
15259,여기에 ‘오랜 시간을 돌아 다시 한번 내게’라는 카피 문구는 고등학교에서 시작된 두 사람의 인연이 어떤 재회로 이어지게 될지 드라마의 스토리를 향한 궁금증을 고조시킨다.
15260,그런 가운데 성혁은 이날 자신의 사회관계망서비스(SNS)에 결혼 소감을 밝혔다.
15261,성혁은 “새로운 시작을 해보려 한다며 “좋은 인연을 만나 서로 힘이 돼 함께 하기로 했다.
15262,아직 부족하고 모자란 나에게 항상 힘이 돼 주는 친구라며 예비 신부를 향한 애정을 표했다.
